PlayerName,Affiliation,League,Age,Position,Games Played,Market Value (Euros),Last Updated Date,Highest Market Value (Euros),Highest Market Value Date
Aleksandr Lomovitskiy,Arsenal Tula,Premier Liga,21,Forward ,2,1500000,"Last update: Jun 14, 2019",1500000,12/20/2018
Alexandru Tudorie,Arsenal Tula,Premier Liga,23,Forward ,1,700000,"Last update: Jun 18, 2019",700000,6/18/2019
Anri Khagush,Arsenal Tula,Premier Liga,33,Defender ,0,350000,"Last update: Jun 14, 2019",1500000,8/21/2009
Artur Nigmatullin,Arsenal Tula,Premier Liga,28,Goalkeeper,3,1200000,"Last update: Jun 14, 2019",1200000,6/14/2019
Bakary Kone,Arsenal Tula,Premier Liga,31,Defender ,0,800000,"Last update: Jun 14, 2019",4000000,12/24/2011
Daniil Lesovoy,Arsenal Tula,Premier Liga,21,Forward ,1,750000,"Last update: Jun 14, 2019",750000,6/14/2019
Egor Shamov,Arsenal Tula,Premier Liga,25,Goalkeeper,2,125000,"Last update: Jun 14, 2019",125000,12/20/2018
Evans Kangwa,Arsenal Tula,Premier Liga,27,Forward ,3,1500000,"Last update: Jun 14, 2019",1500000,6/14/2019
Evgeni Lutsenko,Arsenal Tula,Premier Liga,32,Forward ,4,1000000,"Last update: Jun 14, 2019",1200000,12/20/2018
Georgi Kostadinov,Arsenal Tula,Premier Liga,29,Midfielder ,0,1500000,"Last update: Jun 14, 2019",1500000,6/14/2019
Gia Grigalava,Arsenal Tula,Premier Liga,30,Defender ,1,1750000,"Last update: Jun 14, 2019",2000000,9/13/2013
Goran Causic,Arsenal Tula,Premier Liga,27,Midfielder ,1,1500000,"Last update: Jun 9, 2019",3000000,6/25/2015
Guram Adzhoev,Arsenal Tula,Premier Liga,24,Forward ,2,125000,"Last update: Sep 11, 2019",125000,09/11/2019
Igor Gorbatenko,Arsenal Tula,Premier Liga,30,Midfielder ,0,1700000,"Last update: Jun 14, 2019",1700000,6/14/2019
Kantemir Berkhamov,Arsenal Tula,Premier Liga,31,Midfielder ,1,500000,"Last update: Jun 14, 2019",900000,07/01/2016
Kings Kangwa,Arsenal Tula,Premier Liga,20,Midfielder ,0,250000,"Last update: Jul 28, 2019",,
Kirill Kombarov,Arsenal Tula,Premier Liga,32,Defender ,0,800000,"Last update: Jun 14, 2019",4500000,12/22/2009
Lameck Banda,Arsenal Tula,Premier Liga,18,Position:                            Right Winger,0,300000,"Last update: Jul 28, 2019",,
Maksim Belyaev,Arsenal Tula,Premier Liga,28,Defender ,0,4500000,"Last update: Jun 14, 2019",4500000,6/14/2019
Maksim Volodjko,Arsenal Tula,Premier Liga,27,Defender ,0,1000000,"Last update: Jun 14, 2019",1300000,07/05/2017
Mikhail Levashov,Arsenal Tula,Premier Liga,28,Goalkeeper,16,1500000,"Last update: Jun 14, 2019",1500000,6/14/2019
Robert Bauer,Arsenal Tula,Premier Liga,24,Defender ,1,2000000,"Last update: Jun 5, 2019",3500000,6/19/2017
Sergey Tkachev,Arsenal Tula,Premier Liga,30,Midfielder ,1,4000000,"Last update: Jun 14, 2019",4000000,6/14/2019
Victor Alvarez,Arsenal Tula,Premier Liga,26,Defender ,1,2500000,"Last update: Jun 14, 2019",2500000,2/22/2016
Vladislav Panteleev,Arsenal Tula,Premier Liga,23,Midfielder ,2,900000,"Last update: Jun 14, 2019",950000,12/20/2018
Aleksandar Kolarov,AS Roma,Serie A,34,Defender ,4,8000000,"Last update: Jun 6, 2019",17000000,02/06/2012
Alessandro Florenzi,AS Roma,Serie A,28,Defender ,0,25000000,"Last update: Jun 6, 2019",30000000,06/07/2018
Amadou Diawara,AS Roma,Serie A,22,Midfielder ,0,15000000,"Last update: Jun 6, 2019",20000000,12/29/2017
Antonio Mirante,AS Roma,Serie A,36,Goalkeeper,1,800000,"Last update: Jun 6, 2019",6000000,07/01/2014
Bryan Cristante,AS Roma,Serie A,24,Midfielder ,1,25000000,"Last update: Jun 6, 2019",25000000,06/07/2018
Cengiz Ünder,AS Roma,Serie A,22,Forward ,1,35000000,"Last update: Jun 6, 2019",35000000,12/20/2018
Chris Smalling,AS Roma,Serie A,29,Defender ,1,20000000,"Last update: Jun 13, 2019",20000000,06/01/2016
Daniel Fuzato,AS Roma,Serie A,22,Goalkeeper,0,100000,"Last update: Jun 6, 2019",100000,12/20/2018
Davide Santon,AS Roma,Serie A,28,Defender ,0,5000000,"Last update: Jun 6, 2019",10000000,08/02/2010
Davide Zappacosta,AS Roma,Serie A,27,Defender ,0,15000000,"Last update: Jun 13, 2019",20000000,01/02/2018
Diego Perotti,AS Roma,Serie A,31,Forward ,0,12000000,"Last update: Jun 6, 2019",20000000,12/29/2017
Edin Dzeko,AS Roma,Serie A,33,Forward ,5,14000000,"Last update: Jun 6, 2019",32000000,02/06/2012
Federico Fazio,AS Roma,Serie A,32,Defender ,0,6000000,"Last update: Jun 6, 2019",13000000,06/07/2018
Gianluca Mancini,AS Roma,Serie A,23,Defender ,0,22000000,"Last update: Jun 6, 2019",22000000,06/06/2019
Henrikh Mkhitaryan,AS Roma,Serie A,30,Midfielder ,1,25000000,"Last update: Jun 13, 2019",37000000,08/01/2016
Javier Pastore,AS Roma,Serie A,30,Midfielder ,0,15000000,"Last update: Jun 6, 2019",30000000,08/12/2011
Jordan Veretout,AS Roma,Serie A,26,Midfielder ,1,20000000,"Last update: Jun 6, 2019",25000000,12/20/2018
Juan Jesus,AS Roma,Serie A,28,Defender ,0,9000000,"Last update: Jun 6, 2019",14000000,11/08/2014
Justin Kluivert,AS Roma,Serie A,20,Forward ,2,23000000,"Last update: Oct 8, 2019",23000000,10/08/2019
Leonardo Spinazzola,AS Roma,Serie A,26,Defender ,0,15000000,"Last update: Jun 6, 2019",15000000,06/06/2019
Lorenzo Pellegrini,AS Roma,Serie A,23,Midfielder ,0,40000000,"Last update: Oct 8, 2019",40000000,10/08/2019
Mert Cetin,AS Roma,Serie A,22,Defender ,0,2000000,"Last update: Oct 8, 2019",2000000,10/08/2019
Mirko Antonucci,AS Roma,Serie A,20,Forward ,0,500000,"Last update: Jun 5, 2019",500000,6/30/2018
Nicolo Zaniolo,AS Roma,Serie A,20,Midfielder ,3,40000000,"Last update: Jun 6, 2019",40000000,2/26/2019
Nikola Kalinic,AS Roma,Serie A,31,Forward ,0,10000000,"Last update: Jun 11, 2019",20000000,3/28/2017
Pau Lopez,AS Roma,Serie A,24,Goalkeeper,14,20000000,"Last update: Jun 11, 2019",20000000,12/21/2018
Ahmed Elmohamady,Aston Villa,Premier League,32,Defender ,0,3000000,"Last update: Jun 28, 2019",5500000,08/08/2011
Anwar El Ghazi,Aston Villa,Premier League,24,Forward ,2,7500000,"Last update: Jun 28, 2019",7500000,6/28/2019
Bjorn Engels,Aston Villa,Premier League,25,Defender ,0,10000000,"Last update: Sep 12, 2019",10000000,09/12/2019
Conor Hourihane,Aston Villa,Premier League,28,Midfielder ,1,6500000,"Last update: Jun 28, 2019",6500000,6/28/2019
Douglas Luiz,Aston Villa,Premier League,21,Midfielder ,2,10000000,"Last update: Sep 12, 2019",10000000,09/12/2019
Ezri Konsa,Aston Villa,Premier League,22,Defender ,1,8000000,"Last update: Sep 12, 2019",8000000,09/12/2019
Frederic Guilbert,Aston Villa,Premier League,24,Defender ,0,6000000,"Last update: Jun 3, 2019",7000000,12/17/2018
Henri Lansbury,Aston Villa,Premier League,29,Midfielder ,0,1500000,"Last update: Jun 28, 2019",3000000,2/27/2017
Jack Grealish,Aston Villa,Premier League,24,Midfielder ,2,25000000,"Last update: Jun 28, 2019",25000000,6/28/2019
James Chester,Aston Villa,Premier League,30,Defender ,0,8000000,"Last update: Jun 28, 2019",8000000,2/27/2018
Jed Steer,Aston Villa,Premier League,27,Goalkeeper,3,2000000,"Last update: Jun 28, 2019",2000000,6/28/2019
John McGinn,Aston Villa,Premier League,25,Midfielder ,3,6500000,"Last update: Jun 28, 2019",6500000,6/28/2019
Jonathan Kodjia,Aston Villa,Premier League,30,Forward ,0,7000000,"Last update: Sep 12, 2019",10000000,09/01/2016
Jota,Aston Villa,Premier League,28,Forward ,0,5000000,"Last update: Jun 28, 2019",5000000,9/18/2017
Keinan Davis,Aston Villa,Premier League,21,Forward ,0,2000000,"Last update: Jun 28, 2019",2000000,2/27/2018
Kortney Hause,Aston Villa,Premier League,24,Defender ,0,3000000,"Last update: Sep 12, 2019",3000000,09/12/2019
Lovre Kalinic,Aston Villa,Premier League,29,Goalkeeper,0,4000000,"Last update: Sep 12, 2019",7000000,09/11/2018
Marvelous Nakamba,Aston Villa,Premier League,25,Midfielder ,0,8000000,"Last update: Sep 12, 2019",9000000,12/27/2018
Matt Targett,Aston Villa,Premier League,24,Defender ,1,10000000,"Last update: Sep 12, 2019",10000000,09/12/2019
Neil Taylor,Aston Villa,Premier League,30,Defender ,0,4000000,"Last update: Jun 28, 2019",6000000,08/01/2016
Orjan Nyland,Aston Villa,Premier League,29,Goalkeeper,4,2000000,"Last update: Sep 12, 2019",3000000,9/24/2018
Tom Heaton,Aston Villa,Premier League,33,Goalkeeper,18,6000000,"Last update: Sep 12, 2019",6000000,09/12/2019
Trezeguet,Aston Villa,Premier League,25,Forward ,2,8000000,"Last update: Sep 12, 2019",8000000,09/12/2019
Tyrone Mings,Aston Villa,Premier League,26,Defender ,0,18000000,"Last update: Sep 12, 2019",18000000,09/12/2019
Wesley,Aston Villa,Premier League,22,Forward ,4,20000000,"Last update: Jun 10, 2019",20000000,06/10/2019
Andrea Masiello,Atalanta,Serie A,33,Defender ,0,1000000,"Last update: Jun 6, 2019",5000000,6/30/2010
Berat Djimsiti,Atalanta,Serie A,26,Defender ,0,7500000,"Last update: Jun 6, 2019",7500000,06/06/2019
Duvan Zapata,Atalanta,Serie A,28,Forward ,6,45000000,"Last update: Oct 8, 2019",45000000,10/08/2019
Francesco Rossi,Atalanta,Serie A,28,Goalkeeper,0,100000,"Last update: Jun 6, 2019",175000,2/27/2013
Guilherme Arana,Atalanta,Serie A,22,Defender ,0,3000000,"Last update: Jun 11, 2019",10000000,12/07/2017
Hans Hateboer,Atalanta,Serie A,25,Defender ,0,15000000,"Last update: Jun 6, 2019",15000000,06/06/2019
Jose Luis Palomino,Atalanta,Serie A,29,Defender ,0,10000000,"Last update: Jun 6, 2019",10000000,06/06/2019
Josip Ilicic,Atalanta,Serie A,31,Forward ,4,17000000,"Last update: Jun 6, 2019",17000000,06/06/2019
Luis Muriel,Atalanta,Serie A,28,Forward ,8,15000000,"Last update: Oct 8, 2019",20000000,8/17/2017
Marco Sportiello,Atalanta,Serie A,27,Goalkeeper,1,4000000,"Last update: Jun 6, 2019",10000000,7/15/2016
Mario Pasalic,Atalanta,Serie A,24,Midfielder ,1,10000000,"Last update: Jun 6, 2019",10000000,06/06/2019
Marten de Roon,Atalanta,Serie A,28,Midfielder ,1,24000000,"Last update: Jun 6, 2019",24000000,06/06/2019
Musa Barrow,Atalanta,Serie A,21,Forward ,0,5000000,"Last update: Jun 6, 2019",6000000,06/07/2018
Papu Gomez,Atalanta,Serie A,31,Forward ,4,16000000,"Last update: Jun 6, 2019",18000000,10/13/2017
Pierluigi Gollini,Atalanta,Serie A,24,Goalkeeper,17,8000000,"Last update: Oct 8, 2019",8000000,10/08/2019
Rafael Toloi,Atalanta,Serie A,29,Defender ,0,11000000,"Last update: Jun 6, 2019",11000000,06/07/2018
Remo Freuler,Atalanta,Serie A,27,Midfielder ,1,20000000,"Last update: Jun 6, 2019",20000000,06/06/2019
Robin Gosens,Atalanta,Serie A,25,Defender ,3,12000000,"Last update: Oct 8, 2019",12000000,10/08/2019
Roger Ibanez,Atalanta,Serie A,20,Defender ,0,3000000,"Last update: Jun 6, 2019",3000000,03/01/2019
Ruslan Malinovskyi,Atalanta,Serie A,26,Midfielder ,0,12500000,"Last update: Jun 10, 2019",12500000,06/10/2019
Simon Kjaer,Atalanta,Serie A,30,Defender ,0,8000000,"Last update: Jun 11, 2019",13000000,01/01/2018
Timothy Castagne,Atalanta,Serie A,23,Defender ,1,18000000,"Last update: Jun 6, 2019",18000000,06/06/2019
Ander Capa,Athletic,LaLiga,27,Defender ,1,3000000,"Last update: Jun 11, 2019",5000000,06/05/2017
Aritz Aduriz,Athletic,LaLiga,38,Forward ,1,1000000,"Last update: Jun 11, 2019",9000000,02/04/2011
Asier Villalibre,Athletic,LaLiga,22,Forward ,0,2000000,"Last update: Jun 29, 2019",2000000,6/29/2019
Benat Etxebarria,Athletic,LaLiga,32,Midfielder ,0,4000000,"Last update: Jun 11, 2019",12000000,6/13/2013
Cristian Ganea,Athletic,LaLiga,27,Defender ,8,1000000,"Last update: Jun 29, 2019",1800000,6/14/2018
Dani Garcia,Athletic,LaLiga,29,Midfielder ,0,4000000,"Last update: Jun 11, 2019",5000000,06/05/2017
Gaizka Larrazabal,Athletic,LaLiga,21,Forward ,0,2500000,"Last update: Sep 10, 2019",2500000,09/10/2019
Iago Herrerin,Athletic,LaLiga,31,Goalkeeper,1,4000000,"Last update: Jun 11, 2019",4000000,12/21/2018
Ibai Gomez,Athletic,LaLiga,30,Forward ,0,4000000,"Last update: Jun 11, 2019",5000000,10/31/2018
Iker Muniain,Athletic,LaLiga,26,Forward ,4,15000000,"Last update: Jun 11, 2019",22000000,08/07/2012
Inaki Williams,Athletic,LaLiga,25,Forward ,2,50000000,"Last update: Jun 11, 2019",50000000,06/11/2019
Inigo Cordoba,Athletic,LaLiga,22,Forward ,0,4000000,"Last update: Jun 11, 2019",5000000,01/01/2018
Inigo Lekue,Athletic,LaLiga,26,Defender ,0,2000000,"Last update: Jun 11, 2019",7500000,01/01/2018
Inigo Martinez,Athletic,LaLiga,28,Defender ,0,32000000,"Last update: Jun 11, 2019",32000000,3/22/2018
Kenan Kodro,Athletic,LaLiga,26,Forward ,0,1000000,"Last update: Jun 11, 2019",3000000,06/05/2017
Mikel Balenziaga,Athletic,LaLiga,31,Defender ,0,2000000,"Last update: Jun 11, 2019",5000000,2/22/2016
Mikel San Jose,Athletic,LaLiga,30,Midfielder ,0,7500000,"Last update: Jun 11, 2019",12000000,1/24/2017
Mikel Vesga,Athletic,LaLiga,26,Midfielder ,0,4000000,"Last update: Jun 11, 2019",6000000,01/01/2018
Oihan Sancet,Athletic,LaLiga,19,Midfielder ,6,1000000,"Last update: Sep 10, 2019",1000000,08/12/2018
Oscar de Marcos,Athletic,LaLiga,30,Defender ,0,6000000,"Last update: Jun 11, 2019",10000000,08/07/2012
Raul Garcia,Athletic,LaLiga,33,Midfielder ,4,7500000,"Last update: Jun 11, 2019",16000000,07/11/2008
Unai Lopez,Athletic,LaLiga,24,Midfielder ,0,1500000,"Last update: Jun 11, 2019",2000000,07/01/2015
Unai Nunez,Athletic,LaLiga,22,Defender ,0,15000000,"Last update: Jun 11, 2019",15000000,5/30/2018
Unai Simon,Athletic,LaLiga,22,Goalkeeper,7,6000000,"Last update: Jun 11, 2019",7500000,10/31/2018
Yeray Alvarez,Athletic,LaLiga,24,Defender ,0,25000000,"Last update: Jun 11, 2019",25000000,06/11/2019
Yuri Berchiche,Athletic,LaLiga,29,Defender ,0,20000000,"Last update: Jun 11, 2019",20000000,07/12/2018
Alvaro Morata,Atletico Madrid,LaLiga,27,Forward ,5,50000000,"Last update: Jun 11, 2019",65000000,01/02/2018
Angel Correa,Atletico Madrid,LaLiga,24,Forward ,1,35000000,"Last update: Jun 11, 2019",35000000,12/21/2018
Antonio Adan,Atletico Madrid,LaLiga,32,Goalkeeper,0,1500000,"Last update: Jun 11, 2019",8000000,06/05/2017
Diego Costa,Atletico Madrid,LaLiga,31,Forward ,2,25000000,"Last update: Jun 11, 2019",60000000,3/22/2018
Felipe,Atletico Madrid,LaLiga,30,Defender ,0,20000000,"Last update: Jun 7, 2019",20000000,06/07/2019
Hector Herrera,Atletico Madrid,LaLiga,29,Midfielder ,0,22000000,"Last update: Jun 7, 2019",22000000,01/11/2019
Ivan Saponjic,Atletico Madrid,LaLiga,22,Forward ,0,3000000,"Last update: Sep 10, 2019",3000000,09/10/2019
Jan Oblak,Atletico Madrid,LaLiga,26,Goalkeeper,8,100000000,"Last update: Jun 11, 2019",100000000,06/11/2019
Joao Felix,Atletico Madrid,LaLiga,20,Forward ,2,100000000,"Last update: Sep 10, 2019",100000000,09/10/2019
Jose Gimenez,Atletico Madrid,LaLiga,24,Defender ,0,70000000,"Last update: Jun 11, 2019",70000000,2/28/2019
Kieran Trippier,Atletico Madrid,LaLiga,29,Defender ,0,35000000,"Last update: Jun 13, 2019",35000000,10/17/2018
Koke,Atletico Madrid,LaLiga,27,Midfielder ,1,70000000,"Last update: Jun 11, 2019",70000000,01/01/2018
Marcos Llorente,Atletico Madrid,LaLiga,24,Midfielder ,0,30000000,"Last update: Sep 10, 2019",30000000,09/10/2019
Mario Hermoso,Atletico Madrid,LaLiga,24,Defender ,0,25000000,"Last update: Jun 11, 2019",25000000,06/11/2019
Renan Lodi,Atletico Madrid,LaLiga,21,Defender ,0,15000000,"Last update: Sep 10, 2019",15000000,09/10/2019
Santiago Arias,Atletico Madrid,LaLiga,27,Defender ,0,18000000,"Last update: Jun 11, 2019",20000000,12/21/2018
Saul Ñiguez,Atletico Madrid,LaLiga,25,Midfielder ,1,90000000,"Last update: Jun 11, 2019",90000000,10/31/2018
Sime Vrsaljko,Atletico Madrid,LaLiga,27,Defender ,1,20000000,"Last update: Jun 6, 2019",25000000,3/22/2018
Stefan Savic,Atletico Madrid,LaLiga,28,Defender ,0,35000000,"Last update: Jun 11, 2019",40000000,5/30/2018
Thomas,Atletico Madrid,LaLiga,26,Midfielder ,1,50000000,"Last update: Jun 11, 2019",50000000,2/28/2019
Thomas Lemar,Atletico Madrid,LaLiga,24,Forward ,0,40000000,"Last update: Jun 11, 2019",70000000,7/16/2018
Vitolo,Atletico Madrid,LaLiga,30,Forward ,2,18000000,"Last update: Jun 11, 2019",30000000,8/17/2017
Albert Gudmundsson,AZ Alkmaar,Eredivisie,22,Forward ,1,2500000,"Last update: Jun 12, 2019",2500000,10/04/2018
Calvin Stengs,AZ Alkmaar,Eredivisie,20,Forward ,4,12000000,"Last update: Sep 19, 2019",12000000,9/19/2019
Dani de Wit,AZ Alkmaar,Eredivisie,21,Midfielder ,2,2000000,"Last update: Sep 19, 2019",2000000,9/19/2019
Ferdy Druijf,AZ Alkmaar,Eredivisie,21,Forward ,0,1250000,"Last update: Jul 3, 2019",1250000,07/03/2019
Fred Friday,AZ Alkmaar,Eredivisie,24,Forward ,22,350000,"Last update: Jun 28, 2019",1500000,7/15/2016
Fredrik Midtsjo,AZ Alkmaar,Eredivisie,26,Midfielder ,0,4000000,"Last update: Jun 12, 2019",5000000,06/12/2018
Jasper Schendelaar,AZ Alkmaar,Eredivisie,19,Goalkeeper,5,750000,"Last update: Jun 12, 2019",750000,1/21/2019
Jonas Svensson,AZ Alkmaar,Eredivisie,26,Defender ,1,4500000,"Last update: Sep 19, 2019",5500000,10/04/2018
Jordy Clasie,AZ Alkmaar,Eredivisie,28,Midfielder ,0,3000000,"Last update: Sep 19, 2019",11000000,02/09/2016
Joris Kramer,AZ Alkmaar,Eredivisie,23,Defender ,0,300000,"Last update: Jul 3, 2019",300000,07/03/2019
Kenzo Goudmijn,AZ Alkmaar,Eredivisie,17,,0,600000,"Last update: Aug 1, 2019",600000,08/01/2019
Leon Bergsma,AZ Alkmaar,Eredivisie,22,Defender ,0,300000,"Last update: Jun 12, 2019",400000,6/29/2018
Marco Bizot,AZ Alkmaar,Eredivisie,28,Goalkeeper,8,4500000,"Last update: Jun 12, 2019",4500000,06/12/2019
Myron Boadu,AZ Alkmaar,Eredivisie,18,Forward ,8,7500000,"Last update: Sep 19, 2019",7500000,9/19/2019
Oussama Idrissi,AZ Alkmaar,Eredivisie,23,Forward ,6,10000000,"Last update: Sep 19, 2019",10000000,9/19/2019
Owen Wijndal,AZ Alkmaar,Eredivisie,19,Defender ,0,3000000,"Last update: Sep 19, 2019",3000000,9/19/2019
Pantelis Chatzidiakos,AZ Alkmaar,Eredivisie,22,Defender ,1,800000,"Last update: Jun 12, 2019",1500000,06/12/2018
Rody de Boer,AZ Alkmaar,Eredivisie,22,Goalkeeper,18,750000,"Last update: Sep 19, 2019",750000,9/19/2019
Ron Vlaar,AZ Alkmaar,Eredivisie,34,Defender ,2,750000,"Last update: Jun 12, 2019",6500000,1/28/2013
Stijn Wuytens,AZ Alkmaar,Eredivisie,30,Defender ,0,1500000,"Last update: Jun 12, 2019",2500000,1/18/2017
Teun Koopmeiners,AZ Alkmaar,Eredivisie,21,Midfielder ,6,7500000,"Last update: Sep 19, 2019",7500000,9/19/2019
Thomas Ouwejan,AZ Alkmaar,Eredivisie,23,Defender ,0,3000000,"Last update: Jun 12, 2019",3000000,12/28/2018
Tijjani Reijnders,AZ Alkmaar,Eredivisie,21,Midfielder ,2,700000,"Last update: Jun 12, 2019",700000,06/12/2019
Yukinari Sugawara,AZ Alkmaar,Eredivisie,19,Defender ,1,1000000,"Last update: Sep 19, 2019",1000000,9/19/2019
Zakaria Aboukhlal,AZ Alkmaar,Eredivisie,19,,0,1500000,"Last update: Sep 19, 2019",1500000,9/19/2019
Adrian Stanilewicz,Bay. Leverkusen,Bundesliga,19,Midfielder ,0,200000,"Last update: Oct 2, 2019",200000,10/02/2019
Aleksandar Dragovic,Bay. Leverkusen,Bundesliga,28,Defender ,0,9000000,"Last update: Jun 5, 2019",15000000,06/01/2016
Charles Aranguiz,Bay. Leverkusen,Bundesliga,30,Midfielder ,1,15000000,"Last update: Jun 5, 2019",15000000,8/22/2018
Daley Sinkgraven,Bay. Leverkusen,Bundesliga,24,Defender ,0,3000000,"Last update: Jun 12, 2019",4000000,2/16/2015
Joel Pohjanpalo,Bay. Leverkusen,Bundesliga,25,Forward ,0,1000000,"Last update: Jun 5, 2019",1800000,07/01/2015
Jonathan Tah,Bay. Leverkusen,Bundesliga,23,Defender ,0,40000000,"Last update: Jun 5, 2019",40000000,8/22/2018
Julian Baumgartlinger,Bay. Leverkusen,Bundesliga,31,Midfielder ,0,3500000,"Last update: Jun 5, 2019",6000000,06/01/2016
Kai Havertz,Bay. Leverkusen,Bundesliga,20,Midfielder ,2,90000000,"Last update: Jun 5, 2019",90000000,06/05/2019
Karim Bellarabi,Bay. Leverkusen,Bundesliga,29,Forward ,2,15000000,"Last update: Jun 5, 2019",22000000,7/22/2016
Kerem Demirbay,Bay. Leverkusen,Bundesliga,26,Midfielder ,0,32000000,"Last update: Jun 5, 2019",32000000,06/05/2019
Kevin Volland,Bay. Leverkusen,Bundesliga,27,Forward ,5,35000000,"Last update: Oct 2, 2019",35000000,10/02/2019
Lars Bender,Bay. Leverkusen,Bundesliga,30,Midfielder ,0,9000000,"Last update: Jun 5, 2019",22000000,02/12/2014
Leon Bailey,Bay. Leverkusen,Bundesliga,22,Forward ,1,40000000,"Last update: Jun 5, 2019",45000000,04/04/2018
Lucas Alario,Bay. Leverkusen,Bundesliga,27,Forward ,2,17000000,"Last update: Jun 5, 2019",20000000,10/18/2017
Lukas Hradecky,Bay. Leverkusen,Bundesliga,29,Goalkeeper,15,8000000,"Last update: Jun 5, 2019",12000000,8/22/2018
Mitchell Weiser,Bay. Leverkusen,Bundesliga,25,Defender ,0,14000000,"Last update: Jun 5, 2019",14000000,06/05/2019
Moussa Diaby,Bay. Leverkusen,Bundesliga,20,Forward ,0,15000000,"Last update: Oct 2, 2019",15000000,10/02/2019
Nadiem Amiri,Bay. Leverkusen,Bundesliga,23,Midfielder ,0,15000000,"Last update: Oct 2, 2019",17000000,06/05/2018
Niklas Lomb,Bay. Leverkusen,Bundesliga,26,Goalkeeper,0,250000,"Last update: Jun 12, 2019",400000,7/22/2016
Panagiotis Retsos,Bay. Leverkusen,Bundesliga,21,Defender ,0,9000000,"Last update: Oct 2, 2019",18000000,12/28/2017
Paulinho,Bay. Leverkusen,Bundesliga,19,Forward ,1,15000000,"Last update: Jun 5, 2019",25000000,5/23/2018
Ramazan Ozcan,Bay. Leverkusen,Bundesliga,35,Goalkeeper,1,300000,"Last update: Jun 5, 2019",1250000,06/04/2008
Sven Bender,Bay. Leverkusen,Bundesliga,30,Defender ,0,9000000,"Last update: Jun 5, 2019",18000000,02/12/2014
Wendell,Bay. Leverkusen,Bundesliga,26,Defender ,0,20000000,"Last update: Jun 5, 2019",25000000,10/22/2018
Alphonso Davies,Bayern Munich,Bundesliga,19,Forward ,1,15000000,"Last update: Oct 2, 2019",15000000,10/02/2019
Benjamin Pavard,Bayern Munich,Bundesliga,23,Defender ,2,35000000,"Last update: Oct 2, 2019",40000000,7/16/2018
Christian Fruchtl,Bayern Munich,Bundesliga,19,Goalkeeper,29,500000,"Last update: Jul 12, 2019",500000,12/18/2018
Corentin Tolisso,Bayern Munich,Bundesliga,25,Midfielder ,0,40000000,"Last update: Jun 5, 2019",45000000,7/16/2018
David Alaba,Bayern Munich,Bundesliga,27,Defender ,1,55000000,"Last update: Jun 5, 2019",55000000,12/18/2018
Fiete Arp,Bayern Munich,Bundesliga,19,Forward ,0,4000000,"Last update: Jun 12, 2019",7500000,12/28/2017
Ivan Perisic,Bayern Munich,Bundesliga,30,Forward ,2,24000000,"Last update: Oct 2, 2019",45000000,12/29/2017
